#{"t_start": 1754990797.7947614, "env_id": "None"}
r,l,t
-520.3517,31,205.308987
1282.4535,60,205.332606
-1386.1499,10,205.373759
587.61786,60,205.401831
-4710.161,12,205.4159
-477.25137,37,205.4159
1286.1997,60,205.459116
-3112.241,4,205.486224
-724.1551,39,205.48722
-695.256,13,205.508278
-1342.3906,7,205.533848
-830.2574,9,205.548463
-1007.7667,10,205.617689
580.34485,60,205.647328
372.53308,43,205.707104
581.6525,60,205.715135
689.0226,60,205.781312
-519.9717,57,205.788339
-540.37756,27,205.796368
-579.8875,16,205.895258
1634.6041,60,205.909288
689.18,60,205.93823
-2245.0103,16,206.016084
689.7352,47,206.030112
3255.1318,60,206.051178
-1492.0302,7,206.065254
-1565.4574,3,206.071252
2296.6118,60,206.114954
-892.0039,13,206.121953
-3378.565,7,206.16818
768.5704,60,206.188249
591.7888,60,206.200272
2684.0942,60,206.296689
-1290.9841,35,206.296689
-1400.5288,3,206.314724
1057.7377,60,206.336317
-830.70013,35,206.428677
2218.9666,60,206.464773
588.4279,60,206.505864
555.9119,60,206.557534
-1777.5103,2,206.571104
-388.43182,17,206.580144
685.00995,60,206.580144
-728.2501,49,206.621276
-134.10217,45,206.634313
-845.25635,36,206.668021
-1868.6887,2,206.683048
802.7011,60,206.714637
-452.1983,40,206.888283
977.97,60,206.909355
-584.85547,39,206.97463
1107.4773,60,206.979636
553.20996,60,206.987197
1207.7965,60,206.987197
1095.1815,60,207.039266
-1694.3204,3,207.06032
2105.493,60,207.089426
-976.1776,19,207.108508
-835.7034,20,207.114639
-329.56,36,207.135246
756.95825,60,207.31549
2033.7046,60,209.988169
1080.9761,60,209.988169
597.9197,60,210.061432
509.01685,60,210.087581
421.3563,60,210.106623
1305.1857,60,210.113636
-856.82965,3,210.124672
458.23657,60,210.131673
-2079.7205,7,210.131673
-640.68915,19,210.248303
679.90875,60,210.309145
2194.0464,60,210.388375
3009.664,60,210.388375
-1126.1128,12,210.395425
262.43793,48,210.437153
833.7467,60,210.465231
616.32434,60,210.541496
952.12885,60,210.541496
-1656.1227,5,210.575231
460.6801,60,210.660585
91.629395,53,210.746435
229.15051,48,210.784686
675.1933,60,210.791136
481.14413,60,210.798159
1299.5769,60,210.841304
1431.6841,60,210.940702
698.38885,60,210.978362
494.00848,60,211.07173
1815.6198,60,211.157566
1920.7291,60,211.194699
784.54395,60,211.20125
1114.7717,60,211.209288
710.1492,60,211.249453
-1398.4872,14,211.294157
-457.49997,40,211.342834
-3064.7585,14,211.350362
1199.2106,60,211.358409
695.1425,60,211.39304
-973.9784,5,211.426179
-480.84103,49,211.544184
1316.2806,60,211.573784
1358.0735,60,211.625504
-1126.4667,10,211.688254
719.54517,60,211.7028
-24.308472,44,211.72036
1017.1577,60,211.743479
603.1581,60,211.751054
927.0794,60,211.760091
-2587.791,10,211.789191
-1954.7817,5,211.789191
-922.9197,18,211.866458
-2174.4785,6,211.910152
867.41626,60,211.944267
1505.3463,60,211.970348
-1523.2422,10,212.038219
1880.0387,60,212.093475
-289.4897,50,212.101496
674.5961,60,212.109542
-732.3651,7,212.140153
-1384.7786,12,212.185321
934.3023,60,212.201352
58.14441,60,212.201352
-1111.7041,26,212.221988
-774.9775,2,212.236559
-1726.4825,6,212.244645
-837.57324,1,212.244645
807.91254,60,212.3289
946.21924,60,212.3615
-527.3668,23,212.406166
-1352.2927,16,212.438258
-1608.7069,7,212.452781
-2929.7493,4,212.478362
-769.82513,12,212.520581
623.9578,60,212.526603
-878.3968,8,212.53462
577.1854,60,212.557219
2180.415,60,212.599372
620.08246,60,212.611418
1572.1346,60,212.653638
-1416.4111,6,212.653638
-935.2598,11,212.727389
549.73737,60,212.769096
-1162.4885,18,212.77713
-992.0521,8,212.785153
-429.88885,41,212.816246
-1138.0398,15,212.889551
-812.73126,42,212.889551
-1862.085,5,212.92723
698.6844,60,212.934252
1136.9531,60,212.941257
476.23987,60,212.978383
-2508.2239,9,213.006562
-436.96292,29,213.020585
-2527.2063,8,213.037641
-1585.4907,12,213.089475
-580.49603,45,213.096519
462.86948,60,213.19339
-527.511,36,213.284237
755.776,60,213.310318
-856.7701,8,213.335432
811.2285,60,213.343491
594.2762,60,213.351018
-808.0843,4,213.375601
-1841.5323,3,213.396661
1037.4325,60,213.437316
1041.716,60,213.507629
605.1131,60,213.5152
883.1138,60,213.606592
-634.22815,29,213.71447
1130.7263,60,213.72954
-1171.1096,2,213.73054
572.8743,60,213.821385
-166.5874,58,213.821385
-344.51068,41,213.85758
-2023.6504,5,213.85758
967.77734,60,213.880632
-1292.8541,12,213.880632
-1331.3202,12,213.880632
795.88336,60,213.923368
-695.7052,17,213.942956
-1797.4043,3,213.943474
302.02808,59,214.088543
536.9879,52,214.241169
1144.2736,60,214.274293
851.5444,60,214.274293
2084.578,60,214.296358
1501.7079,60,214.296358
-912.6829,9,214.305012
544.46063,60,214.355735
923.13696,60,214.355735
723.0463,60,214.490295
863.32996,60,214.662662
946.9052,60,214.662662
1088.9401,60,214.687245
423.9953,60,214.687245
650.02795,60,214.695776
-2931.8315,2,214.70582
1011.0846,60,214.751493
825.8743,60,214.751493
-928.27893,2,214.765589
-677.01746,17,214.784643
-956.90454,15,214.857419
1236.3777,60,214.895563
917.99554,60,215.087504
505.29642,60,215.108593
557.6466,60,215.115649
1865.5668,60,215.127675
1373.2352,60,215.191515
-1286.2511,11,215.193022
1227.5979,60,215.213636
977.89575,60,215.290464
-2481.298,3,215.312549
-1172.789,17,215.319595
1326.311,60,215.334662
655.34375,60,215.532568
2135.973,60,215.562647
779.88416,60,215.573691
-343.93372,57,215.614845
-1629.09,8,215.622857
-1419.2009,15,215.641458
535.33435,60,215.65712
831.5795,60,215.742798
600.8252,60,215.750321
1634.0839,60,215.763486
-1128.4113,5,215.777122
-574.85535,14,215.869472
759.6647,60,215.973833
1019.42316,53,215.974339
-47.807312,55,215.980349
1264.116,60,216.042623
990.15936,60,216.056194
-1158.4996,1,216.06423
1065.4967,60,216.156164
605.54626,60,216.169197
-633.192,20,216.204397
1213.935,60,216.275223
-770.01135,37,216.295298
1105.3254,60,216.382654
773.6574,60,216.382654
1142.6132,60,216.390313
-3385.7983,15,216.397846
-2576.2747,2,216.410892
-2272.0474,7,216.438542
-754.315,12,216.469185
-3063.5935,4,216.495302
-1856.341,4,216.523412
859.8869,60,216.561566
1196.7985,60,216.576551
-566.03424,30,216.590595
-771.54346,10,216.591596
859.74347,60,216.612158
1071.52,60,216.690047
545.3327,60,216.815103
704.22205,60,216.843672
-1473.7637,32,216.895352
661.99133,60,216.964653
570.66907,60,216.9787
841.60675,60,216.993239
606.8765,60,216.993239
-894.6703,6,217.005791
893.915,60,217.016316
-537.5813,32,217.031897
1039.5355,60,217.239834
-886.1958,37,217.253397
1253.8236,60,217.29266
-141.50696,45,217.326812
-311.0785,51,217.339833
-2959.3796,14,217.35186
2501.8152,60,217.37801
806.0191,60,217.393555
861.27826,60,217.393555
173.47394,38,217.570335
-212.19495,47,217.599553
-841.57825,7,217.621136
2048.6445,60,217.636224
529.1782,60,217.730519
921.76794,60,217.738089
481.88348,60,217.767182
998.0068,60,217.782705
-1779.4149,2,217.782705
648.9864,60,217.782705
-962.87994,7,217.790224
-1043.3834,4,217.816336
-776.29535,41,217.901192
-2042.2058,26,217.921249
-1728.8024,19,217.921249
-2299.0957,20,217.935302
920.85706,60,218.011065
886.23236,60,218.048196
-1255.4866,4,218.076306
682.1306,60,218.196318
-441.8593,43,218.196318
-1958.2675,3,218.215873
1149.1754,60,218.223378
1795.5331,60,218.324197
757.64716,60,218.324197
1348.5386,60,218.335227
517.23773,60,218.418152
-321.48444,34,218.426182
2361.581,60,218.469308
-614.76355,24,218.477328
-2519.9973,20,218.545168
-702.41077,13,218.559207
-678.70905,17,218.594309
1063.054,60,218.613885
685.58136,60,218.621905
1878.1744,60,218.721852
1011.53253,60,218.737414
-1276.5883,3,218.758565
1619.2168,60,218.829369
-381.23706,20,218.863564
990.38074,60,218.949584
730.08856,60,218.964628
663.8285,60,218.998235
720.3269,60,219.018821
792.3859,60,219.03084
-2357.2231,16,219.079528
-699.08887,13,219.112769
918.47144,60,219.170511
-1201.3962,10,219.185599
675.2934,60,219.234765
-2508.7607,13,219.273574
1249.213,60,219.273574
880.0845,60,219.365862
-239.26477,42,219.365862
444.44336,60,219.413036
-583.567,23,219.426603
2645.0068,60,219.439636
-1778.5492,13,219.526501
-2685.3306,2,219.541531
-601.3545,20,219.54956
912.92426,60,219.575633
1426.2185,60,219.648537
1009.49097,60,219.681189
-2108.9922,11,219.717817
594.5429,60,219.768509
402.75238,60,219.768509
-923.7514,1,219.773011
-499.00687,38,219.80362
673.5558,60,219.829722
44.554077,58,219.931477
-2703.4814,19,219.96111
2157.5732,60,219.98268
1057.8751,60,220.092626
-1699.1068,5,220.123719
1172.6354,60,220.132734
-729.3259,28,220.187641
590.29315,60,220.194762
1895.7489,60,220.203178
-1603.1437,2,220.217264
757.8608,60,220.230303
-376.9079,22,220.34281
1311.6465,60,220.356448
1629.3942,60,220.385535
-917.04285,11,220.421161
-136.91046,45,220.443721
-214.20056,27,220.549131
514.27185,60,220.555159
1016.1227,60,220.608334
1102.9957,60,220.63654
559.6866,60,220.650561
-3145.2957,15,220.664719
-215.2873,37,220.710531
-2914.1008,6,220.710531
772.2268,60,220.815887
-644.3911,24,220.823396
-516.91394,19,220.844606
981.0239,60,220.851614
-1898.5182,7,220.893241
-3502.8381,6,220.893746
-805.67975,6,220.935451
651.699,60,220.976625
-817.4505,15,220.996702
1000.6767,60,221.030313
-583.3613,58,221.040352
-1427.2094,18,221.052898
734.99927,60,221.115232
-2250.7522,6,221.160531
-518.6228,28,221.182608
690.7488,60,221.2238
949.5751,60,221.230818
13.776978,33,221.281479
-1978.1147,12,221.369304
-566.1615,20,221.376324
-460.16498,27,221.376324
-1474.588,3,221.391347
724.00055,60,221.391347
-828.07654,7,221.44055
488.31894,60,221.44657
631.526,60,221.456156
-1988.78,9,221.496294
-1981.8037,3,221.517406
545.20184,60,221.579164
868.0159,60,221.63688
-997.0918,7,221.678614
-999.55304,1,221.690641
103.5072,54,221.737311
710.2759,60,221.778078
2427.6143,60,221.791099
1044.0475,60,221.849334
873.51196,60,221.861446
-982.29333,9,221.915186
1134.5145,60,221.930218
50.936523,53,221.945282
737.51086,60,222.113853
-706.5333,35,222.113853
719.6837,60,222.165552
724.2802,60,222.209177
1311.5496,60,222.22273
449.26575,60,222.341192
852.42303,60,222.36125
523.29364,60,222.373796
-777.0965,16,222.472738
-861.20245,22,222.530462
1131.172,60,222.606728
1149.429,60,222.610242
908.7669,60,222.667533
-1541.1273,8,222.676567
1210.6704,60,222.713202
810.5707,60,222.732742
-1695.6888,17,222.803647
-1522.4899,21,222.824703
1613.408,60,222.852775
-1503.7297,37,222.890123
-195.37476,54,222.939305
-478.3976,32,222.96696
-432.24057,21,222.981487
1249.8182,60,223.043786
1194.403,60,223.152722
634.5084,60,223.2415
1935.0359,60,223.295209
1456.9786,60,223.322783
725.65955,60,223.374537
1190.1772,60,223.400145
1141.218,60,223.415738
-1688.2987,4,223.430755
1020.9175,60,223.480909
1287.3737,60,223.588147
-256.15735,32,223.647387
2152.4434,60,223.675092
1276.5266,60,223.72174
-1095.9688,12,223.729772
739.9592,60,223.755391
1418.1698,60,223.803576
-1490.2839,5,223.839192
821.891,60,223.85272
810.2147,60,223.901438
-1588.1681,30,223.927555
511.62274,60,224.007349
-1634.1495,1,224.015092
-1760.5386,18,224.029426
-384.35504,40,224.036476
207.31128,55,224.057632
-1076.7421,1,224.063642
1752.8164,60,224.143435
1046.8794,60,226.979931
864.8474,60,226.991455
-2104.9385,3,226.998499
853.53076,60,227.060203
-1239.5382,44,227.079276
-1613.9232,5,227.091306
-841.3678,37,227.109879
-1906.5013,5,227.109879
644.8123,60,227.131445
570.0298,60,227.150522
1995.2433,60,227.156547
-2864.1367,15,227.208204
-445.93985,15,227.228282
-697.6571,46,227.278968
-1159.8752,4,227.306139
-707.7164,53,227.331709
160.82776,31,227.398501
782.6798,60,227.46831
480.70367,60,227.493427
-1782.6772,5,227.508003
1035.8563,60,227.535603
845.0612,60,227.543111
1057.4119,60,227.623516
-1222.6438,8,227.679808
1425.8245,60,227.701872
912.04065,60,227.728497
-689.00934,11,227.750233
-968.93896,40,227.775335
-265.18396,39,227.805996
1112.1212,60,227.805996
-999.6372,14,227.869195
660.8327,60,227.894797
-1246.2156,19,227.931423
2994.177,60,227.938459
-782.9975,10,227.967192
-1029.0515,22,228.019858
733.6507,60,228.09971
-2181.2573,2,228.113301
-564.218,17,228.140329
1184.092,60,228.140329
589.6618,60,228.1626
232.97449,39,228.209809
748.9196,60,228.216843
-2373.3599,5,228.256078
-931.67456,23,228.294732
-732.80176,25,228.323847
270.177,50,228.323847
1313.1279,60,228.363017
1145.4069,60,228.578589
120.96619,59,228.59363
-1122.6664,46,228.59363
1263.5642,60,228.64634
-1500.8463,3,228.667415
-933.32166,12,228.674458
1621.0978,60,228.719845
1018.5913,60,228.74742
959.0121,60,228.74742
952.0641,60,228.780116
-255.03644,32,228.811729
-629.1102,23,228.832797
-677.91516,17,228.839828
-653.92914,14,228.926162
-835.69714,22,228.988391
972.685,60,228.988391
1137.8926,60,229.076275
653.1355,60,229.159586
449.09702,60,229.159586
-672.06305,28,229.180193
1089.0914,60,229.195279
1111.7476,60,229.223882
-3687.7144,7,229.276608
-983.51935,33,229.311194
1863.77,60,229.349306
-2816.9297,5,229.349306
-1644.8782,4,229.373417
-591.8397,29,229.395546
556.92596,60,229.403055
1304.5353,60,229.556266
2445.4026,60,229.556266
933.863,60,229.581329
-1437.566,7,229.607988
-606.1111,35,229.621515
1391.0088,60,229.664263
884.6576,60,229.731584
-1319.9933,12,229.744648
1368.7908,60,229.758683
2162.5366,60,229.796374
-942.12286,5,229.796374
608.6924,53,229.915825
-2010.4653,4,229.943475
-1850.9613,4,229.970591
1363.9359,60,229.983636
-620.6045,31,230.002717
895.66595,60,230.015773
772.30023,60,230.028794
1002.88153,55,230.12513
1287.9187,60,230.142664
-206.76715,58,230.190318
-883.4436,1,230.196414
-1264.8383,5,230.226051
-153.42926,46,230.299281
-911.6552,11,230.306355
529.7483,60,230.377134
544.9308,60,230.411282
933.2001,60,230.41832
1431.4113,60,230.430358
737.9829,60,230.520208
1933.4636,60,230.539267
1216.1023,60,230.690819
-286.74518,27,230.698442
999.43036,60,230.698442
485.09164,60,230.769311
-1127.8398,13,230.787375
1577.8723,60,230.804445
964.7706,60,230.812968
2121.8152,60,230.826558
-1248.0933,18,230.88526
669.1023,60,230.930475
-593.5869,12,230.961595
-523.87646,28,230.981205
-506.9506,38,231.02738
-792.3222,14,231.055521
865.7809,60,231.083404
1083.6876,60,231.090416
-1124.2767,14,231.121527
-1464.7461,8,231.133556
-498.3039,50,231.14012
979.12836,60,231.190288
-1396.9127,1,231.197319
-412.9801,27,231.309318
1030.7631,60,231.316344
-1115.5548,32,231.322851
686.2773,60,231.372712
-3207.1006,7,231.373607
-984.5518,4,231.396169
-1017.03937,7,231.415727
538.61053,60,231.446322
-1664.53,21,231.45283
871.2864,60,231.471369
736.9866,60,231.538734
1733.3824,60,231.60366
-2114.5835,19,231.60366
-1231.1125,39,231.714151
719.1874,60,231.72116
969.3737,60,231.794361
635.2073,60,231.814564
874.3732,60,231.839528
-2838.3481,8,231.846549
-355.96118,39,231.853559
1575.015,60,231.920302
2202.1924,60,231.977587
1926.7255,60,232.076539
2323.661,60,232.083548
-414.44873,27,232.145235
1100.6965,60,232.186526
-383.43866,56,232.187526
703.3089,60,232.217653
1051.0176,60,232.222655
-531.7675,25,232.251084
-715.99536,13,232.274194
-1985.0889,4,232.299279
1123.4404,60,232.306318
-18.633911,39,232.337954
-384.71655,38,232.425387
-2344.3616,6,232.468051
-2753.9097,7,232.514279
1426.4182,60,232.534333
786.8154,45,232.541339
-634.95746,51,232.554378
550.58496,60,232.610662
-814.0831,15,232.63726
1011.082,60,232.686385
1597.7229,60,232.693467
514.5366,60,232.728567
-880.2782,19,232.758221
-638.6726,12,232.76273
2324.3171,60,232.901366
1633.0117,60,232.928126
3535.0261,60,232.942671
449.9351,60,232.98535
537.4053,60,233.072737
813.03156,60,233.104397
-1236.4122,1,233.116425
-642.9044,29,233.129461
718.9469,60,233.143523
660.1619,60,233.151088
-1210.4003,16,233.250043
1188.3135,60,233.297235
1909.1033,60,233.321818
-787.9908,1,233.328851
1236.7577,60,233.389642
-1585.1208,25,233.456452
1856.9545,60,233.465026
3414.216,60,233.502656
1037.1471,60,233.515313
843.5417,60,233.528335
-1450.9261,2,233.541363
-924.0242,21,233.586314
544.5205,60,233.629584
634.3078,60,233.704831
2087.8943,60,233.759636
-453.56158,29,233.766217
-1435.8944,3,233.778244
-652.43445,15,233.796806
1015.6216,60,233.839579
852.8831,60,233.876202
699.1394,60,233.892733
-805.37244,2,233.906391
1153.7424,60,233.926512
-977.7262,23,233.947571
-449.4165,30,233.973666
1317.3525,60,234.013265
-1148.2073,19,234.071399
-768.7695,23,234.079433
-749.6234,5,234.109582
633.5885,60,234.164299
-396.93076,48,234.203492
707.7248,60,234.237635
-470.11908,30,234.279763
578.2104,41,234.286789
-2188.3757,2,234.299815
1935.7726,60,234.306338
-1208.3553,2,234.313866
1953.8024,60,234.365151
-849.37695,19,234.398247
-1249.1012,18,234.485253
-291.37622,59,234.492761
919.73926,60,234.553043
1001.8125,57,234.572671
-808.5735,2,234.591301
880.4251,60,234.644078
1802.8413,60,234.726423
-389.48642,32,234.727422
-1078.1554,1,234.737481
732.4871,60,234.737481
-3311.082,4,234.76514
1277.7908,60,234.848122
545.0722,60,234.959635
-844.4152,56,234.999268
1509.903,60,235.063557
1155.8354,60,235.113508
-493.9065,51,235.127561
-966.0128,6,235.159582
-131.32556,27,235.159582
-4346.911,4,235.187668
807.16974,60,235.194688
719.3358,60,235.209778
692.912,60,235.284528
762.8951,60,235.418151
828.7468,60,235.480467
1157.2244,60,235.542696
756.5463,60,235.577334
479.14133,60,235.606944
595.96423,60,235.615096
1244.8662,60,235.63609
-4427.255,6,235.651114
-1771.7197,6,235.682731
963.2618,60,235.717103
-694.0272,40,235.827588
-1412.3003,18,235.835626
968.3079,60,235.843134
611.22296,60,235.891331
1343.2253,60,235.961136
-920.1156,1,235.968174
489.2828,60,235.99125
-766.4761,31,236.021832
-1639.0192,9,236.030857
1132.2701,60,236.030857
829.3839,60,236.058476
-665.07263,19,236.147311
298.8545,43,236.155349
2054.707,60,236.195625
2110.2185,60,236.202624
721.83185,60,236.387443
871.4957,60,236.411055
941.2464,60,236.418084
2352.9458,60,236.442643
-3157.2085,7,236.552678
709.5139,60,236.592799
1013.7837,60,236.601326
1335.4806,60,236.638508
742.1364,60,236.645107
-626.59937,46,236.766317
812.93823,60,236.829166
989.1701,60,236.851238
-853.8839,34,236.864319
1300.9221,60,236.930575
2057.9646,60,236.978303
1835.4653,60,236.985342
721.0834,60,237.032978
-637.5602,15,237.101886
488.06006,60,237.193749
1326.1392,60,237.266562
886.8533,60,237.29374
734.23895,60,237.39544
-1353.4257,3,237.417529
-589.2362,43,237.466722
473.6115,60,237.481759
-2452.9055,21,237.520975
590.12964,60,237.551593
1939.3649,60,237.651107
485.21988,60,237.762765
689.8177,60,237.870361
1386.5239,60,238.098108
589.4996,60,238.157892
801.066,60,238.18111
1298.8994,60,238.227314
1082.4473,60,238.28716
-1654.5319,5,238.299195
-1287.635,15,238.323808
-1021.74927,32,238.401446
-1325.757,1,238.410521
1390.9292,60,238.428185
-1078.4509,10,238.514619
823.4264,60,238.545754
607.9464,60,238.689454
-2554.77,4,238.725676
651.2029,60,238.758331
1426.6536,60,238.852901
1916.7783,60,238.861432
500.31946,60,238.890139
-1306.7223,14,238.898184
678.644,60,238.977592
-588.35004,17,239.011693
1171.9407,60,239.055427
-3037.6528,6,239.073528
1293.9323,60,239.090146
-1944.4977,12,239.325526
-493.65344,14,239.325526
-848.35187,4,239.371715
1081.0698,60,239.448588
-2554.0442,7,239.456612
-443.15338,42,239.516381
711.3715,60,239.553585
-450.05133,23,239.561606
1133.7134,60,239.58369
-838.2804,4,239.592771
536.38104,60,239.592771
-790.5053,8,239.658624
-1599.5798,15,239.683723
-242.31445,54,239.697291
-704.2156,14,239.720381
-1044.9227,20,239.854547
-1765.7452,4,239.889213
849.70624,60,239.984235
1038.7777,60,239.991244
-324.19806,39,240.036487
568.028,60,240.049553
-2573.95,8,240.057597
-1173.9003,3,240.066637
-653.2683,16,240.114842
977.6684,60,240.122854
-2952.7305,5,240.158547
514.6357,60,240.178621
993.0187,60,240.231347
-1141.0956,20,240.303658
4098.2607,60,240.365432
-1151.7483,11,240.383535
-346.774,48,240.409631
-732.11755,4,240.437706
-595.5442,53,240.468345
-673.0204,6,240.518145
675.52484,60,240.518145
-1814.9541,3,240.539216
-2206.6853,3,240.565332
2338.46,60,240.572839
-2760.064,19,240.593464
-955.81726,13,240.617146
1589.7312,60,240.627657
1030.7041,60,240.683516
1198.1145,60,240.842671
1889.9006,60,240.861735
-942.85974,20,241.01149
1598.0908,60,241.039609
639.45337,60,241.049644
450.31342,60,241.072766
-2455.2717,4,241.072766
-2174.9536,10,241.086317
945.5945,60,241.094332
1902.6544,60,241.1144
1366.8658,60,241.163583
-934.92676,19,241.193665
-624.18243,19,241.223765
-3533.5076,9,241.233279
32.665283,54,241.282554
-1758.4398,31,241.307152
-161.78918,40,241.408564
73.47644,53,241.482829
-761.9867,14,241.524558
-3730.0532,3,241.55114
482.28238,60,241.558185
-598.8322,12,241.640516
640.3695,60,241.660574
-1033.742,48,241.680198
1248.8479,60,241.680198
834.4669,60,241.697273
775.7611,60,241.750473
-4073.0017,4,241.781573
-1143.0922,3,241.80623
-607.279,25,241.850359
774.932,60,241.946373
566.37695,60,244.875164
-418.06873,46,244.905273
-1318.1544,2,244.917301
599.4491,60,244.951411
3108.6545,60,244.986133
890.56665,60,244.986133
-1382.1046,1,244.99273
-680.859,48,245.052853
-1254.8911,1,245.060381
573.6794,60,245.098586
-1558.081,14,245.204614
7.232849,55,245.213634
1372.9447,60,245.316416
837.5012,60,245.358572
543.81165,60,245.39824
2078.2004,60,245.43538
1321.349,60,245.444414
-819.0859,9,245.461467
-717.86615,35,245.476087
2251.3035,60,245.511165
908.1987,60,245.642722
-134.55719,45,245.683403
1625.4852,60,245.755074
-486.52835,20,245.856545
890.25574,60,245.894648
509.76224,60,245.903191
580.5126,60,245.924784
912.5383,60,245.944937
1921.7356,60,245.985056
-754.7019,58,246.117566
1369.4458,60,246.24167
964.9339,60,246.331176
184.03436,56,246.34624
2027.9481,60,246.365327
907.47437,60,246.396426
2806.073,60,246.417574
-25.759827,40,246.432595
1152.591,60,246.457213
-920.50104,8,246.529582
-10.461304,38,246.551648
-2755.0107,14,246.629965
-402.0161,49,246.751437
1027.6472,60,246.798601
-751.03143,8,246.817177
488.89633,60,246.817177
1339.6733,60,246.866386
779.3177,60,246.881452
817.4013,60,246.90359
-579.8983,20,246.976378
798.7912,60,247.007082
-1688.228,15,247.015117
645.8428,54,247.045826
-231.56616,40,247.11567
489.63004,60,247.248282
1990.3635,60,247.320127
402.55212,49,247.346233
2412.4187,60,247.346233
-971.1443,55,247.428149
-1829.237,3,247.450214
1198.3074,60,247.46927
700.1409,60,247.500371
1103.3118,60,247.568183
-593.7561,20,247.591257
1122.7722,60,247.705712
932.06494,60,247.77058
466.1261,60,247.785195
1504.972,60,247.785195
-774.5392,44,247.89064
890.75726,60,247.906712
-446.8886,30,247.925748
538.13043,60,247.941793
-246.42352,25,247.971895
894.2548,60,248.035181
-626.6808,38,248.061286
-2190.127,17,248.092907
-885.707,27,248.103556
660.28143,60,248.282824
59.49359,52,248.364619
757.62524,60,248.391655
-634.52924,46,248.429344
686.0822,60,248.437383
-503.5972,9,248.459042
925.14545,60,248.564763
-2471.5605,20,248.584721
751.21594,60,248.592759
1314.3442,60,248.608825
-835.7635,12,248.651439
1029.9432,60,248.711204
1426.3835,60,248.812158
1735.651,60,248.878523
1288.2013,60,248.906155
-1867.0553,14,248.914184
-2607.5042,1,248.914184
-1789.5221,2,248.934259
1437.8453,60,249.030654
1405.8417,60,249.038668
876.1244,60,249.052713
769.8451,60,249.097836
-2642.7197,14,249.160527
626.26105,60,249.160527
43.1308,47,249.229723
-44.592834,26,249.229723
-1141.8909,17,249.229723
-1553.9136,25,249.347251
964.5802,60,249.358277
538.9565,60,249.375364
-743.4034,9,249.451638
-250.47565,33,249.479712
2510.1665,60,249.499777
-409.49402,37,249.514812
637.4164,46,249.514812
-564.5092,41,249.548907
-2060.614,9,249.571489
-699.8143,30,249.677356
-1588.825,16,249.688378
-567.4551,40,249.797416
1359.7708,60,249.819516
-1141.9955,18,249.833559
1264.861,60,249.833559
-2225.7815,6,249.876263
-811.62744,9,249.884289
-193.98193,36,249.953074
1005.26904,60,249.970635
591.01434,60,249.970635
1262.2584,60,249.997278
-1546.255,1,250.006317
-1113.9456,8,250.060555
-588.8961,18,250.101209
-2121.4238,4,250.132823
-1027.491,34,250.223734
1083.2552,60,250.238278
-349.33087,59,250.266485
42.987793,32,250.304144
1846.6433,60,250.316175
592.63214,60,250.322686
-1112.7584,22,250.393437
579.80133,60,250.393437
-912.5016,3,250.420089
-2262.6382,5,250.49743
-762.9824,32,250.593869
-497.25012,38,250.593869
-1308.3503,5,250.628535
-266.0578,56,250.636549
-425.11395,43,250.814329
1419.5243,60,250.841406
842.2811,60,250.859513
748.17126,60,250.871569
-1555.8145,12,250.956387
-341.46075,49,251.008111
718.7016,60,251.009112
-1139.7522,1,251.017146
-957.0707,23,251.025189
791.69965,60,251.058298
907.62146,60,251.10148
-566.52826,33,251.257255
493.51364,60,251.265286
-172.1101,42,251.272789
870.1817,60,251.314464
708.8912,60,251.454556
910.0201,60,251.470597
-904.51624,2,251.470597
1128.8408,60,251.501233
-420.52472,27,251.515406
633.5682,60,251.551248
-751.70776,15,251.585378
-1114.7075,14,251.621089
585.50775,60,251.710935
1628.5009,60,251.719465
1148.445,60,251.727512
-1172.6122,23,251.758603
-160.42798,34,251.759603
1084.1788,56,251.877182
-396.09314,48,251.957159
872.72076,60,251.979253
-580.8712,32,251.979253
-239.41034,58,252.131334
1274.7618,60,252.139367
666.196,60,252.154534
1400.8074,60,252.187624
-1935.4897,12,252.246814
795.4182,60,252.335166
-150.1081,30,252.39538
-853.7511,4,252.426074
1297.4303,60,252.426074
-865.8714,1,252.4341
1096.9796,60,252.441109
3439.3262,60,252.441109
-1626.1443,15,252.539998
382.78638,46,252.547525
-2463.7427,3,252.562579
2280.0244,60,252.59268
-1783.0109,15,252.656434
534.7193,60,252.67955
-1869.3027,3,252.680549
-1459.5082,2,252.697619
727.35144,60,252.770363
-159.82605,55,252.822566
473.94913,60,252.874273
1006.23706,60,252.874273
-1209.9357,40,252.879282
-626.3716,57,252.950138
-376.5094,34,253.023454
-917.7576,28,253.076678
1622.5244,60,253.123789
694.2377,60,253.14183
1449.7032,60,253.276461
835.2077,60,253.317173
1228.3218,60,253.323693
850.8529,60,253.394507
-1516.7979,11,253.395514
1660.412,60,253.461276
-1150.1833,20,253.469325
1412.0011,60,253.527639
-127.35925,38,253.560495
745.99817,60,253.578174
-853.92017,13,253.578174
888.9947,60,253.594224
-2339.9817,9,253.667129
-483.40726,34,253.828258
-839.88226,33,253.834271
788.1836,60,253.862857
635.66956,60,253.863866
-2245.7773,12,253.918597
923.0115,60,253.93765
-405.136,35,253.93765
1758.2601,60,253.993805
892.9721,60,254.036597
-282.71698,38,254.200585
-938.5017,30,254.263544
2174.3115,60,254.288141
551.7605,60,254.316226
571.4577,60,254.316226
-569.25494,8,254.37349
1461.8295,60,254.381505
